timestamp,temp,escenario
2025-06-03 22:51:53,,
2025-06-03 22:51:53,,
2025-06-03 22:51:53,,
2025-06-03 22:51:53,,
2025-06-03 22:51:53,,
2025-06-03 22:51:53,,
2025-06-03 22:51:53,,
2025-06-03 22:51:53,,
2025-06-03 22:51:53,,
2025-06-03 22:51:54,,
2025-06-03 22:51:54,,
2025-06-03 22:51:54,,
2025-06-03 22:51:54,,
2025-06-03 22:51:54,,
2025-06-03 22:51:54,,
2025-06-03 22:51:54,,
2025-06-03 22:51:54,,
2025-06-03 22:51:54,,
2025-06-03 22:51:55,,
2025-06-03 22:51:55,,
2025-06-03 22:51:55,,
2025-06-03 22:51:55,,
2025-06-03 22:51:55,,
2025-06-03 22:51:55,,
2025-06-03 22:51:55,,
2025-06-03 22:51:55,,
2025-06-03 22:51:55,,
2025-06-03 22:51:56,,
2025-06-03 22:51:56,,
2025-06-03 22:51:56,,
2025-06-03 22:51:56,75,
2025-06-03 22:51:56,75,
2025-06-03 22:51:56,75,
2025-06-03 22:51:56,75,
2025-06-03 22:51:56,75,
2025-06-03 22:51:56,75,
2025-06-03 22:51:57,75,
2025-06-03 22:51:57,75,
2025-06-03 22:51:57,75,
2025-06-03 22:51:57,75,
2025-06-03 22:51:57,75,
2025-06-03 22:51:57,75,
2025-06-03 22:51:57,75,
2025-06-03 22:51:57,75,
2025-06-03 22:51:57,75,
2025-06-03 22:51:57,75,
2025-06-03 22:51:58,75,
2025-06-03 22:51:58,75,
2025-06-03 22:51:58,75,
2025-06-03 22:51:58,75,
2025-06-03 22:51:58,75,
2025-06-03 22:51:58,75,
2025-06-03 22:51:58,75,
2025-06-03 22:51:58,75,
2025-06-03 22:51:58,75,
2025-06-03 22:51:59,75,
2025-06-03 22:51:59,75,
2025-06-03 22:51:59,75,
2025-06-03 22:51:59,75,
2025-06-03 22:51:59,75,
2025-06-03 22:51:59,75,
2025-06-03 22:51:59,75,
2025-06-03 22:51:59,75,
2025-06-03 22:51:59,75,
2025-06-03 22:52:00,75,
2025-06-03 22:52:00,75,
2025-06-03 22:52:00,75,
2025-06-03 22:52:00,75,
2025-06-03 22:52:00,75,
2025-06-03 22:52:00,75,
2025-06-03 22:52:00,75,
2025-06-03 22:52:00,75,
2025-06-03 22:52:00,75,
2025-06-03 22:52:01,75,
2025-06-03 22:52:01,75,
2025-06-03 22:52:01,75,
2025-06-03 22:52:01,75,
2025-06-03 22:52:01,75,
2025-06-03 22:52:01,75,
2025-06-03 22:52:01,76,
2025-06-03 22:52:01,76,
2025-06-03 22:52:01,76,
2025-06-03 22:52:02,76,
2025-06-03 22:52:02,76,
2025-06-03 22:52:02,76,
2025-06-03 22:52:02,76,
2025-06-03 22:52:02,76,
2025-06-03 22:52:02,76,
2025-06-03 22:52:02,76,
2025-06-03 22:52:02,76,
2025-06-03 22:52:02,76,
2025-06-03 22:52:03,76,
2025-06-03 22:52:03,77,
2025-06-03 22:52:03,77,
2025-06-03 22:52:03,77,
2025-06-03 22:52:03,77,
2025-06-03 22:52:03,77,
2025-06-03 22:52:03,77,
2025-06-03 22:52:03,77,
2025-06-03 22:52:03,77,
2025-06-03 22:52:04,77,
2025-06-03 22:52:04,77,
2025-06-03 22:52:04,78,
2025-06-03 22:52:04,78,
2025-06-03 22:52:04,78,
2025-06-03 22:52:04,78,
2025-06-03 22:52:04,78,
2025-06-03 22:52:04,78,
2025-06-03 22:52:04,78,
2025-06-03 22:52:04,78,
2025-06-03 22:52:05,78,
2025-06-03 22:52:05,78,
2025-06-03 22:52:05,79,
2025-06-03 22:52:05,79,
2025-06-03 22:52:05,79,
2025-06-03 22:52:05,79,
2025-06-03 22:52:05,79,
2025-06-03 22:52:05,79,
2025-06-03 22:52:05,79,
2025-06-03 22:52:06,79,
2025-06-03 22:52:06,79,
2025-06-03 22:52:06,80,
2025-06-03 22:52:06,80,
2025-06-03 22:52:06,80,
2025-06-03 22:52:06,80,
2025-06-03 22:52:06,80,
2025-06-03 22:52:06,80,
2025-06-03 22:52:06,80,
2025-06-03 22:52:07,80,
2025-06-03 22:52:07,80,
2025-06-03 22:52:07,81,
2025-06-03 22:52:07,81,
2025-06-03 22:52:07,81,
2025-06-03 22:52:07,81,
2025-06-03 22:52:07,81,
2025-06-03 22:52:07,81,
2025-06-03 22:52:07,81,
2025-06-03 22:52:08,81,
2025-06-03 22:52:08,81,
2025-06-03 22:52:08,81,
2025-06-03 22:52:08,82,
2025-06-03 22:52:08,82,
2025-06-03 22:52:08,82,
2025-06-03 22:52:08,82,
2025-06-03 22:52:08,82,
2025-06-03 22:52:08,82,
2025-06-03 22:52:09,82,
2025-06-03 22:52:09,82,
2025-06-03 22:52:09,82,
2025-06-03 22:52:09,82,
2025-06-03 22:52:09,82,
2025-06-03 22:52:09,83,
2025-06-03 22:52:09,83,
2025-06-03 22:52:09,83,
2025-06-03 22:52:09,83,
2025-06-03 22:52:10,83,
2025-06-03 22:52:10,83,
2025-06-03 22:52:10,83,
2025-06-03 22:52:10,83,
2025-06-03 22:52:10,83,
2025-06-03 22:52:10,83,
2025-06-03 22:52:10,83,
2025-06-03 22:52:10,83,
2025-06-03 22:52:10,84,
2025-06-03 22:52:11,84,
2025-06-03 22:52:11,84,
2025-06-03 22:52:11,84,
2025-06-03 22:52:11,84,
2025-06-03 22:52:11,84,
2025-06-03 22:52:11,84,
2025-06-03 22:52:11,84,
2025-06-03 22:52:11,84,
2025-06-03 22:52:11,84,
2025-06-03 22:52:12,84,
2025-06-03 22:52:12,84,
2025-06-03 22:52:12,84,
2025-06-03 22:52:12,84,
2025-06-03 22:52:12,84,
2025-06-03 22:52:12,84,
2025-06-03 22:52:12,84,
2025-06-03 22:52:12,84,
2025-06-03 22:52:12,84,
2025-06-03 22:52:13,84,
2025-06-03 22:52:13,84,
2025-06-03 22:52:13,84,
2025-06-03 22:52:13,84,
2025-06-03 22:52:13,84,
2025-06-03 22:52:13,84,
2025-06-03 22:52:13,84,
2025-06-03 22:52:13,84,
2025-06-03 22:52:14,84,
2025-06-03 22:52:14,84,
2025-06-03 22:52:14,84,
2025-06-03 22:52:14,84,
2025-06-03 22:52:14,84,
2025-06-03 22:52:14,84,
2025-06-03 22:52:14,84,
2025-06-03 22:52:14,84,
2025-06-03 22:52:14,84,
2025-06-03 22:52:15,84,
2025-06-03 22:52:15,84,
2025-06-03 22:52:15,84,
2025-06-03 22:52:15,84,
2025-06-03 22:52:15,84,
2025-06-03 22:52:15,84,
2025-06-03 22:52:15,84,
2025-06-03 22:52:15,84,
2025-06-03 22:52:15,84,
2025-06-03 22:52:15,84,
2025-06-03 22:52:16,84,
2025-06-03 22:52:16,84,
2025-06-03 22:52:16,84,
2025-06-03 22:52:16,84,
2025-06-03 22:52:16,84,
2025-06-03 22:52:16,84,
2025-06-03 22:52:16,84,
2025-06-03 22:52:16,84,
2025-06-03 22:52:16,84,
2025-06-03 22:52:17,84,
2025-06-03 22:52:17,84,
2025-06-03 22:52:17,84,
2025-06-03 22:52:17,83,
2025-06-03 22:52:17,83,
2025-06-03 22:52:17,83,
2025-06-03 22:52:17,83,
2025-06-03 22:52:17,83,
2025-06-03 22:52:17,83,
2025-06-03 22:52:18,83,
2025-06-03 22:52:18,83,
2025-06-03 22:52:18,83,
2025-06-03 22:52:18,83,
2025-06-03 22:52:18,83,
2025-06-03 22:52:18,83,
2025-06-03 22:52:18,82,
2025-06-03 22:52:18,82,
2025-06-03 22:52:18,82,
2025-06-03 22:52:19,82,
2025-06-03 22:52:19,82,
2025-06-03 22:52:19,82,
2025-06-03 22:52:19,82,
2025-06-03 22:52:19,82,
2025-06-03 22:52:19,82,
2025-06-03 22:52:19,82,
2025-06-03 22:52:19,82,
2025-06-03 22:52:19,81,
2025-06-03 22:52:20,81,
2025-06-03 22:52:20,81,
2025-06-03 22:52:20,81,
2025-06-03 22:52:20,81,
2025-06-03 22:52:20,81,
2025-06-03 22:52:20,81,
2025-06-03 22:52:20,81,
2025-06-03 22:52:20,81,
2025-06-03 22:52:20,81,
2025-06-03 22:52:21,80,
2025-06-03 22:52:21,80,
2025-06-03 22:52:21,80,
2025-06-03 22:52:21,80,
